order_id,order_date,ship_date,delivery_date,warehouse_id,destination_region,product_category,carrier,shipping_cost,delivery_status
ORD-11182,2025-04-24,2025-04-25,2025-04-29,TX-03,West,Apparel,FedEx,18.74,On-Time
ORD-11183,2025-02-18,2025-02-20,2025-02-23,IL-04,South,Beauty,FedEx,12.76,On-Time
ORD-11184,2025-03-22,2025-03-24,2025-03-28,IL-04,Midwest,Home & Kitchen,UPS,16.94,On-Time
ORD-11185,2025-03-25,2025-03-29,2025-04-01,IL-04,Midwest,Electronics,UPS,27.59,On-Time
ORD-11186,2025-04-15,2025-04-17,2025-04-20,IL-04,South,Sports,DHL,42.7,On-Time
ORD-11187,2025-06-26,2025-06-28,2025-07-01,IL-04,Midwest,Beauty,UPS,17.79,On-Time
ORD-11188,2025-05-28,2025-05-30,2025-06-01,CA-02,Midwest,Home & Kitchen,DHL,12.1,On-Time
ORD-11189,2025-04-28,2025-05-01,2025-05-03,IL-04,Midwest,Home & Kitchen,DHL,17.25,On-Time
ORD-11190,2025-03-27,2025-03-31,2025-04-05,IL-04,Northeast,Electronics,USPS,9.54,Late
ORD-11191,2025-03-04,2025-03-08,2025-03-10,NY-01,West,Electronics,UPS,46.7,On-Time
ORD-11192,2025-04-14,2025-04-16,2025-04-19,TX-03,Northeast,Sports,FedEx,44.27,On-Time
ORD-11193,2025-02-18,2025-02-19,2025-02-22,IL-04,Northeast,Sports,FedEx,18.88,On-Time
ORD-11194,2025-03-12,2025-03-13,2025-03-15,NY-01,West,Sports,UPS,16.11,On-Time
ORD-11195,2025-01-01,2025-01-02,2025-01-05,CA-02,Northeast,Apparel,UPS,45.74,On-Time
ORD-11196,2025-05-21,2025-05-25,2025-05-26,NY-01,South,Apparel,FedEx,5.08,On-Time
ORD-11197,2025-06-28,2025-06-30,2025-07-04,IL-04,Northeast,Home & Kitchen,UPS,32.03,On-Time
ORD-11198,2025-05-03,2025-05-06,2025-05-08,NY-01,South,Electronics,FedEx,46.22,On-Time
ORD-11199,2025-03-03,2025-03-04,2025-03-10,NY-01,West,Beauty,USPS,27.89,On-Time
ORD-11200,2025-02-01,2025-02-04,2025-02-07,CA-02,Midwest,Electronics,FedEx,5.13,On-Time
ORD-11201,2025-06-07,2025-06-08,2025-06-12,NY-01,West,Apparel,UPS,14.85,On-Time
ORD-11202,2025-01-29,2025-01-30,2025-02-05,CA-02,West,Home & Kitchen,USPS,46.51,On-Time
ORD-11203,2025-02-18,2025-02-19,2025-02-22,CA-02,Northeast,Beauty,FedEx,5.77,On-Time
ORD-11204,2025-06-22,2025-06-24,2025-06-28,NY-01,West,Sports,UPS,22.77,On-Time
ORD-11205,2025-01-30,2025-02-01,2025-02-03,IL-04,West,Sports,USPS,40.54,On-Time
ORD-11206,2025-05-24,2025-05-28,2025-06-01,TX-03,South,Apparel,FedEx,42.71,On-Time
ORD-11207,2025-06-17,2025-06-18,2025-06-19,NY-01,Midwest,Home & Kitchen,FedEx,26.49,On-Time
ORD-11208,2025-01-19,2025-01-21,2025-01-24,NY-01,Northeast,Electronics,FedEx,15.46,On-Time
ORD-11209,2025-01-18,2025-01-20,2025-01-24,NY-01,Midwest,Apparel,UPS,31.99,On-Time
ORD-11210,2025-01-01,2025-01-02,2025-01-03,TX-03,Midwest,Electronics,UPS,16.87,On-Time
ORD-11211,2025-03-19,2025-03-22,2025-03-25,TX-03,Midwest,Beauty,FedEx,16.49,On-Time
ORD-11212,2025-04-25,2025-04-28,2025-05-03,CA-02,Northeast,Electronics,UPS,41.34,On-Time
ORD-11213,2025-06-24,2025-06-27,2025-06-30,TX-03,West,Beauty,FedEx,11.94,On-Time
ORD-11214,2025-04-23,2025-04-27,2025-05-02,TX-03,Midwest,Home & Kitchen,USPS,5.25,On-Time
ORD-11215,2025-04-24,2025-04-27,2025-05-01,NY-01,Northeast,Apparel,FedEx,20.15,On-Time
ORD-11216,2025-06-15,2025-06-16,2025-06-24,CA-02,West,Electronics,USPS,27.09,Late
ORD-11217,2025-06-28,2025-07-01,2025-07-05,IL-04,Midwest,Home & Kitchen,UPS,36.73,On-Time
ORD-11218,2025-03-04,2025-03-05,2025-03-13,CA-02,South,Home & Kitchen,USPS,40.15,Late
ORD-11219,2025-05-12,2025-05-13,2025-05-16,TX-03,Northeast,Electronics,UPS,34.86,On-Time
ORD-11220,2025-05-09,2025-05-10,2025-05-13,TX-03,Midwest,Sports,UPS,33.19,On-Time
ORD-11221,2025-01-08,2025-01-11,2025-01-14,NY-01,Northeast,Sports,UPS,34.96,On-Time
ORD-11222,2025-06-06,2025-06-09,2025-06-13,IL-04,South,Beauty,USPS,17.22,On-Time
ORD-11223,2025-02-24,2025-02-25,2025-03-02,IL-04,Northeast,Home & Kitchen,UPS,22.21,On-Time
ORD-11224,2025-04-13,2025-04-16,2025-04-23,IL-04,West,Apparel,UPS,,Late
ORD-11225,2025-05-11,2025-05-15,2025-05-19,TX-03,Midwest,Apparel,UPS,7.95,On-Time
ORD-11226,2025-02-01,2025-02-02,2025-02-08,TX-03,Northeast,Home & Kitchen,USPS,18.29,On-Time
ORD-11227,2025-01-10,2025-01-11,2025-01-16,CA-02,Northeast,Sports,UPS,23.29,On-Time
ORD-11228,2025-04-20,2025-04-23,2025-04-27,TX-03,Midwest,Home & Kitchen,FedEx,29.0,On-Time
ORD-11229,2025-06-11,2025-06-12,2025-06-19,IL-04,South,Beauty,UPS,26.89,On-Time
ORD-11230,2025-05-04,2025-05-06,2025-05-09,IL-04,South,Home & Kitchen,UPS,37.32,On-Time
ORD-11231,2025-03-28,2025-03-29,2025-03-31,IL-04,Midwest,Electronics,DHL,26.3,On-Time
ORD-11232,2025-02-24,2025-02-26,2025-03-05,NY-01,Midwest,Sports,USPS,45.69,On-Time
ORD-11233,2025-02-01,2025-02-04,2025-02-11,CA-02,West,Electronics,UPS,22.11,Late
ORD-11234,2025-06-27,2025-06-29,2025-07-01,CA-02,Northeast,Electronics,FedEx,28.64,On-Time
ORD-11235,2025-05-15,2025-05-18,2025-05-25,TX-03,Northeast,Home & Kitchen,USPS,5.14,On-Time
ORD-11236,2025-04-03,2025-04-07,2025-04-10,NY-01,South,Home & Kitchen,UPS,18.97,On-Time
ORD-11237,2025-01-08,2025-01-11,2025-01-13,CA-02,West,Apparel,DHL,44.0,On-Time
ORD-11238,2025-03-06,2025-03-08,2025-03-14,NY-01,Northeast,Electronics,FedEx,20.01,Late
ORD-11239,2025-02-26,2025-02-27,2025-03-01,NY-01,West,Home & Kitchen,FedEx,16.39,On-Time
ORD-11240,2025-03-08,2025-03-10,2025-03-13,TX-03,Midwest,Apparel,FedEx,29.46,On-Time
ORD-11241,2025-03-13,2025-03-14,2025-03-18,NY-01,Northeast,Electronics,UPS,8.54,On-Time
ORD-11242,2025-02-23,2025-02-26,2025-02-27,CA-02,Midwest,Apparel,DHL,28.92,On-Time
ORD-11243,2025-03-08,2025-03-09,2025-03-12,TX-03,South,Sports,FedEx,18.66,On-Time
ORD-11244,2025-02-20,2025-02-22,2025-03-01,CA-02,South,Beauty,USPS,22.24,Late
ORD-11245,2025-04-07,2025-04-08,2025-04-15,NY-01,Midwest,Electronics,UPS,40.61,Late
ORD-11246,2025-04-02,2025-04-05,2025-04-10,NY-01,South,Home & Kitchen,USPS,34.79,On-Time
ORD-11247,2025-01-08,2025-01-12,2025-01-15,IL-04,Midwest,Sports,UPS,25.07,On-Time
ORD-11248,2025-06-11,2025-06-12,2025-06-13,TX-03,Midwest,Apparel,USPS,30.99,On-Time
ORD-11249,2025-02-04,2025-02-08,2025-02-09,TX-03,Midwest,Beauty,FedEx,39.51,On-Time
ORD-11250,2025-04-06,2025-04-07,2025-04-09,IL-04,South,Electronics,USPS,38.56,On-Time
ORD-11251,2025-03-29,2025-03-31,2025-04-03,CA-02,South,Beauty,FedEx,13.34,On-Time
ORD-11252,2025-03-19,2025-03-23,2025-03-26,CA-02,South,Sports,UPS,18.54,On-Time
ORD-11253,2025-02-01,2025-02-02,2025-02-07,NY-01,Midwest,Beauty,USPS,20.67,On-Time
ORD-11254,2025-04-30,2025-05-05,2025-05-08,TX-03,West,Electronics,FedEx,13.44,On-Time
ORD-11255,2025-02-15,2025-02-16,2025-02-24,NY-01,South,Sports,FedEx,5.55,Late
ORD-11256,2025-05-24,2025-05-25,2025-05-30,IL-04,West,Apparel,UPS,12.83,On-Time
ORD-11257,2025-06-14,2025-06-18,2025-06-22,NY-01,South,Electronics,UPS,41.37,On-Time
ORD-11258,2025-05-22,2025-05-23,2025-05-24,CA-02,Northeast,Beauty,UPS,29.57,On-Time
ORD-11259,2025-02-24,2025-03-01,2025-03-03,CA-02,Northeast,Electronics,FedEx,20.37,On-Time
ORD-11260,2025-06-25,2025-06-30,2025-07-05,IL-04,Northeast,Sports,FedEx,32.38,Late
ORD-11261,2025-01-07,2025-01-08,2025-01-10,CA-02,West,Beauty,UPS,38.29,On-Time
ORD-11262,2025-03-15,2025-03-17,2025-03-20,IL-04,South,Apparel,FedEx,20.95,On-Time
ORD-11263,2025-01-07,2025-01-08,2025-01-11,TX-03,Midwest,Home & Kitchen,DHL,25.97,On-Time
ORD-11264,2025-06-10,2025-06-12,2025-06-16,IL-04,West,Apparel,FedEx,7.89,On-Time
ORD-11265,2025-05-31,2025-06-01,2025-06-05,IL-04,South,Electronics,UPS,31.87,On-Time
ORD-11266,2025-03-26,2025-03-27,2025-03-29,IL-04,Northeast,Home & Kitchen,FedEx,21.04,On-Time
ORD-11267,2025-05-27,2025-05-28,2025-05-31,CA-02,West,Sports,FedEx,24.51,On-Time
ORD-11268,2025-04-22,2025-04-24,2025-04-30,TX-03,South,Beauty,UPS,24.02,Late
ORD-11269,2025-05-05,2025-05-10,2025-05-13,NY-01,Midwest,Beauty,UPS,33.46,On-Time
ORD-11270,2025-05-27,2025-05-30,2025-06-01,TX-03,West,Sports,FedEx,30.76,On-Time
ORD-11271,2025-02-05,2025-02-08,2025-02-11,CA-02,Midwest,Electronics,FedEx,23.99,On-Time
ORD-11272,2025-01-29,2025-01-31,2025-02-03,TX-03,West,Apparel,FedEx,5.76,On-Time
ORD-11273,2025-03-23,2025-03-26,2025-03-31,TX-03,Northeast,Home & Kitchen,USPS,32.94,Late
ORD-11274,2025-01-02,2025-01-03,2025-01-07,IL-04,Northeast,Sports,UPS,44.58,On-Time
ORD-11275,2025-05-09,2025-05-12,2025-05-14,IL-04,Northeast,Electronics,FedEx,39.63,On-Time
ORD-11276,2025-02-16,2025-02-21,2025-02-26,CA-02,Midwest,Electronics,UPS,49.17,On-Time
ORD-11277,2025-05-28,2025-05-29,2025-06-03,IL-04,Northeast,Home & Kitchen,USPS,11.26,On-Time
ORD-11278,2025-01-11,2025-01-13,2025-01-19,CA-02,Midwest,Sports,USPS,15.01,On-Time
ORD-11279,2025-05-10,2025-05-13,2025-05-16,NY-01,Midwest,Apparel,DHL,29.27,On-Time
ORD-11280,2025-04-29,2025-05-03,2025-05-06,TX-03,Midwest,Apparel,FedEx,15.61,On-Time
ORD-11281,2025-05-20,2025-05-23,2025-05-26,NY-01,Northeast,Sports,FedEx,6.55,On-Time
ORD-11282,2025-01-20,2025-01-21,2025-01-24,NY-01,South,Beauty,FedEx,23.1,On-Time
ORD-11283,2025-01-05,2025-01-06,2025-01-08,TX-03,Midwest,Apparel,USPS,17.94,On-Time
ORD-11284,2025-02-06,2025-02-07,2025-02-09,IL-04,South,Beauty,DHL,16.87,On-Time
ORD-11285,2025-06-15,2025-06-18,2025-06-24,NY-01,Midwest,Sports,UPS,47.89,Late
ORD-11286,2025-05-17,2025-05-18,2025-05-23,TX-03,Northeast,Electronics,FedEx,15.73,On-Time
ORD-11287,2025-02-22,2025-02-26,2025-02-27,NY-01,Northeast,Sports,UPS,10.82,On-Time
ORD-11288,2025-06-21,2025-06-22,2025-06-25,NY-01,Northeast,Electronics,FedEx,10.64,On-Time
ORD-11289,2025-04-09,2025-04-10,2025-04-12,TX-03,West,Sports,FedEx,41.28,On-Time
ORD-11290,2025-03-27,2025-03-29,2025-04-02,IL-04,Northeast,Beauty,UPS,37.17,On-Time
ORD-11291,2025-04-18,2025-04-21,2025-04-23,CA-02,South,Beauty,FedEx,10.83,On-Time
ORD-11292,2025-01-24,2025-01-25,2025-01-29,TX-03,Midwest,Sports,FedEx,14.89,On-Time
ORD-11293,2025-03-22,2025-03-24,2025-03-25,CA-02,South,Electronics,UPS,38.63,On-Time
ORD-11294,2025-06-07,2025-06-09,2025-06-12,TX-03,West,Sports,FedEx,17.36,On-Time
ORD-11295,2025-04-30,2025-05-01,2025-05-05,TX-03,South,Electronics,FedEx,49.17,On-Time
ORD-11296,2025-02-28,2025-03-01,2025-03-07,CA-02,Midwest,Beauty,FedEx,29.33,Late
ORD-11297,2025-05-08,2025-05-11,2025-05-18,CA-02,Midwest,Home & Kitchen,USPS,13.64,Late
ORD-11298,2025-04-24,2025-04-26,2025-05-02,IL-04,Northeast,Apparel,USPS,43.65,On-Time
ORD-11299,2025-04-25,2025-04-26,2025-05-02,TX-03,West,Beauty,FedEx,19.38,Late
ORD-11300,2025-01-14,2025-01-17,2025-01-23,TX-03,West,Sports,UPS,18.0,On-Time
ORD-11301,2025-01-09,2025-01-14,2025-01-17,TX-03,South,Sports,FedEx,19.73,On-Time
ORD-11302,2025-02-09,2025-02-11,2025-02-14,IL-04,Northeast,Electronics,UPS,39.57,On-Time
ORD-11303,2025-01-25,2025-01-27,2025-02-05,CA-02,Northeast,Apparel,USPS,12.79,Late
ORD-11304,2025-04-13,2025-04-17,2025-04-22,TX-03,Northeast,Beauty,USPS,22.18,On-Time
ORD-11305,2025-01-22,2025-01-27,2025-02-03,CA-02,Midwest,Apparel,UPS,6.39,On-Time
ORD-11306,2025-01-04,2025-01-07,2025-01-09,IL-04,West,Apparel,DHL,42.2,On-Time
ORD-11307,2025-06-03,2025-06-05,2025-06-07,NY-01,South,Beauty,DHL,20.33,On-Time
ORD-11308,2025-01-29,2025-01-31,2025-02-06,CA-02,South,Electronics,USPS,16.17,On-Time
ORD-11309,2025-04-19,2025-04-22,2025-04-27,IL-04,South,Electronics,UPS,31.1,On-Time
ORD-11310,2025-04-08,2025-04-09,2025-04-11,NY-01,Northeast,Electronics,UPS,36.72,On-Time
ORD-11311,2025-02-06,2025-02-08,2025-02-13,TX-03,West,Home & Kitchen,UPS,41.58,On-Time
ORD-11312,2025-03-16,2025-03-19,2025-03-23,TX-03,West,Apparel,FedEx,20.65,On-Time
ORD-11313,2025-03-11,2025-03-13,2025-03-18,CA-02,Midwest,Home & Kitchen,FedEx,41.55,On-Time
ORD-11314,2025-05-26,2025-05-28,2025-06-05,NY-01,Midwest,Electronics,USPS,25.92,On-Time
ORD-11315,2025-05-08,2025-05-10,2025-05-18,IL-04,Midwest,Beauty,UPS,9.55,Late
ORD-11316,2025-03-26,2025-03-27,2025-03-29,TX-03,South,Apparel,DHL,43.08,On-Time
ORD-11317,2025-02-11,2025-02-13,2025-02-20,TX-03,South,Beauty,FedEx,29.64,Late
ORD-11318,2025-04-10,2025-04-13,2025-04-16,NY-01,West,Sports,FedEx,32.11,On-Time
ORD-11319,2025-02-10,2025-02-11,2025-02-19,IL-04,Midwest,Apparel,USPS,47.19,Late
ORD-11320,2025-06-15,2025-06-16,2025-06-21,TX-03,South,Beauty,UPS,30.16,On-Time
ORD-11321,2025-02-03,2025-02-08,2025-02-10,TX-03,Midwest,Electronics,FedEx,5.25,On-Time
ORD-11322,2025-01-17,2025-01-18,2025-01-20,CA-02,Midwest,Home & Kitchen,DHL,44.18,On-Time
ORD-11323,2025-06-14,2025-06-15,2025-06-18,IL-04,West,Beauty,USPS,17.81,On-Time
ORD-11324,2025-06-02,2025-06-07,2025-06-09,TX-03,West,Sports,UPS,27.58,On-Time
ORD-11325,2025-05-02,2025-05-05,2025-05-08,NY-01,South,Electronics,USPS,14.22,On-Time
ORD-11326,2025-03-17,2025-03-19,2025-03-21,TX-03,West,Sports,UPS,18.36,On-Time
ORD-11327,2025-03-28,2025-04-01,2025-04-06,IL-04,Midwest,Home & Kitchen,USPS,35.9,On-Time
ORD-11328,2025-04-27,2025-04-28,2025-05-05,CA-02,West,Sports,USPS,24.33,On-Time
ORD-11329,2025-04-16,2025-04-19,2025-04-20,TX-03,Midwest,Beauty,FedEx,33.22,On-Time
ORD-11330,2025-03-27,2025-03-29,2025-04-03,NY-01,Midwest,Beauty,UPS,42.06,On-Time
ORD-11331,2025-01-27,2025-01-30,2025-02-03,TX-03,South,Electronics,FedEx,20.34,On-Time
ORD-11332,2025-02-26,2025-02-28,2025-03-03,NY-01,South,Home & Kitchen,FedEx,30.58,On-Time
ORD-11333,2025-01-31,2025-02-02,2025-02-04,IL-04,South,Home & Kitchen,DHL,39.99,On-Time
ORD-11334,2025-05-14,2025-05-16,2025-05-21,CA-02,Midwest,Apparel,UPS,37.18,On-Time
ORD-11335,2025-06-17,2025-06-19,2025-06-25,IL-04,West,Apparel,USPS,29.29,On-Time
ORD-11336,2025-04-08,2025-04-11,2025-04-17,TX-03,South,Beauty,USPS,22.25,On-Time
ORD-11337,2025-01-12,2025-01-14,2025-01-16,TX-03,South,Sports,DHL,23.34,On-Time
ORD-11338,2025-02-22,2025-02-24,2025-03-04,CA-02,West,Sports,USPS,24.49,On-Time
ORD-11339,2025-05-18,2025-05-20,2025-05-23,NY-01,West,Electronics,UPS,20.7,On-Time
ORD-11340,2025-06-22,2025-06-24,2025-06-28,IL-04,South,Home & Kitchen,FedEx,36.46,On-Time
ORD-11341,2025-05-25,2025-05-28,2025-05-31,NY-01,Midwest,Beauty,FedEx,10.64,On-Time
ORD-11342,2025-06-03,2025-06-06,2025-06-09,TX-03,Midwest,Sports,UPS,48.54,On-Time
ORD-11343,2025-05-02,2025-05-04,2025-05-07,NY-01,South,Apparel,UPS,40.05,On-Time
ORD-11344,2025-02-15,2025-02-19,,IL-04,West,Beauty,UPS,18.42,Lost
ORD-11345,2025-03-05,2025-03-08,2025-03-13,NY-01,Midwest,Electronics,UPS,6.91,On-Time
ORD-11346,2025-05-10,2025-05-12,2025-05-14,TX-03,West,Beauty,DHL,37.01,On-Time
ORD-11347,2025-02-23,2025-02-25,2025-03-09,IL-04,Northeast,Sports,USPS,38.05,Late
ORD-11348,2025-04-17,2025-04-21,2025-04-24,NY-01,West,Electronics,UPS,48.36,On-Time
ORD-11349,2025-02-20,2025-02-22,2025-02-26,NY-01,West,Apparel,FedEx,16.42,On-Time
ORD-11350,2025-02-05,2025-02-08,2025-02-10,IL-04,Northeast,Apparel,FedEx,8.72,On-Time
ORD-11351,2025-04-25,2025-04-27,2025-05-02,TX-03,Midwest,Sports,FedEx,46.18,Late
ORD-11352,2025-01-26,2025-01-28,2025-02-02,IL-04,Midwest,Electronics,USPS,16.64,On-Time
ORD-11353,2025-01-29,2025-01-30,2025-02-04,TX-03,Midwest,Apparel,FedEx,37.47,On-Time
ORD-11354,2025-05-29,2025-05-31,2025-06-04,NY-01,South,Electronics,USPS,7.73,Late
ORD-11355,2025-01-11,2025-01-16,2025-01-19,IL-04,Northeast,Beauty,UPS,39.23,On-Time
ORD-11356,2025-02-09,2025-02-11,2025-02-15,TX-03,West,Home & Kitchen,FedEx,10.72,On-Time
ORD-11357,2025-01-11,2025-01-13,2025-01-18,IL-04,Northeast,Home & Kitchen,FedEx,36.3,On-Time
ORD-11358,2025-06-13,2025-06-17,2025-06-25,NY-01,Northeast,Home & Kitchen,UPS,28.96,Late
ORD-11359,2025-04-23,2025-04-25,2025-04-29,IL-04,Northeast,Apparel,UPS,48.0,On-Time
ORD-11360,2025-02-08,2025-02-10,2025-02-18,NY-01,Northeast,Sports,USPS,6.66,Late
ORD-11361,2025-02-23,2025-02-26,2025-03-01,NY-01,Northeast,Home & Kitchen,USPS,18.14,On-Time
ORD-11362,2025-04-08,2025-04-11,2025-04-13,NY-01,Northeast,Sports,UPS,8.13,On-Time
ORD-11363,2025-02-24,2025-02-25,2025-03-03,TX-03,South,Home & Kitchen,USPS,,On-Time
ORD-11364,2025-04-21,2025-04-23,2025-04-25,TX-03,Northeast,Beauty,UPS,31.73,On-Time
ORD-11365,2025-06-01,2025-06-03,2025-06-05,CA-02,Northeast,Home & Kitchen,DHL,29.07,On-Time
ORD-11366,2025-05-30,2025-05-31,2025-06-05,TX-03,Midwest,Sports,FedEx,10.92,On-Time
ORD-11367,2025-03-10,2025-03-12,2025-03-17,CA-02,Northeast,Apparel,USPS,27.01,On-Time
ORD-11368,2025-02-25,2025-02-27,2025-03-03,IL-04,Northeast,Beauty,UPS,22.94,On-Time
ORD-11369,2025-02-02,2025-02-03,2025-02-05,NY-01,Midwest,Sports,FedEx,19.21,On-Time
ORD-11370,2025-02-05,2025-02-07,2025-02-10,TX-03,Midwest,Electronics,FedEx,39.75,On-Time
ORD-11371,2025-05-28,2025-05-29,2025-06-01,NY-01,Midwest,Home & Kitchen,UPS,7.76,On-Time
ORD-11372,2025-03-22,2025-03-24,2025-03-27,CA-02,West,Beauty,FedEx,34.1,On-Time
ORD-11373,2025-04-19,2025-04-23,2025-04-25,TX-03,Northeast,Apparel,FedEx,42.03,On-Time
ORD-11374,2025-06-03,2025-06-06,2025-06-08,TX-03,Northeast,Electronics,DHL,45.83,On-Time
ORD-11375,2025-03-14,2025-03-15,2025-03-22,TX-03,Northeast,Home & Kitchen,USPS,38.57,On-Time
ORD-11376,2025-02-09,2025-02-10,2025-02-19,TX-03,Midwest,Beauty,USPS,17.71,Late
ORD-11377,2025-01-17,2025-01-18,2025-01-24,NY-01,South,Sports,USPS,32.02,On-Time
ORD-11378,2025-05-09,2025-05-11,2025-05-12,TX-03,Northeast,Home & Kitchen,DHL,11.36,On-Time
ORD-11379,2025-03-02,2025-03-03,2025-03-09,CA-02,Midwest,Beauty,UPS,10.27,On-Time
ORD-11380,2025-06-20,2025-06-22,2025-06-24,TX-03,Midwest,Home & Kitchen,FedEx,33.74,On-Time
ORD-11381,2025-04-14,2025-04-15,2025-04-27,CA-02,Midwest,Beauty,USPS,43.3,Late
ORD-11382,2025-02-11,2025-02-14,2025-02-19,CA-02,West,Sports,USPS,8.03,On-Time
ORD-11383,2025-01-25,2025-01-26,2025-01-30,NY-01,Midwest,Home & Kitchen,UPS,9.77,On-Time
ORD-11384,2025-02-08,2025-02-09,2025-02-17,TX-03,South,Beauty,UPS,30.45,Late
ORD-11385,2025-02-04,2025-02-07,2025-02-11,CA-02,West,Electronics,UPS,14.82,On-Time
ORD-11386,2025-05-11,2025-05-12,2025-05-14,TX-03,Midwest,Apparel,DHL,32.53,On-Time
ORD-11387,2025-04-18,2025-04-19,2025-04-21,NY-01,South,Beauty,FedEx,14.65,On-Time
ORD-11388,2025-06-21,2025-06-23,2025-06-26,NY-01,South,Beauty,DHL,10.24,On-Time
ORD-11389,2025-06-28,2025-06-30,2025-07-02,TX-03,Northeast,Beauty,DHL,29.55,On-Time
ORD-11390,2025-04-12,2025-04-15,2025-04-18,CA-02,Midwest,Home & Kitchen,UPS,43.8,On-Time
ORD-11391,2025-04-08,2025-04-09,2025-04-12,IL-04,Midwest,Apparel,UPS,35.83,On-Time
ORD-11392,2025-01-12,2025-01-14,2025-01-18,IL-04,Northeast,Home & Kitchen,UPS,41.84,On-Time
ORD-11393,2025-01-19,2025-01-20,2025-01-23,NY-01,South,Beauty,FedEx,16.99,On-Time
ORD-11394,2025-04-11,2025-04-12,2025-04-16,CA-02,Midwest,Beauty,FedEx,44.87,On-Time
ORD-11395,2025-02-13,2025-02-17,2025-02-25,IL-04,Northeast,Apparel,USPS,21.97,Late
ORD-11396,2025-02-18,2025-02-21,2025-02-23,CA-02,Northeast,Electronics,UPS,43.36,On-Time
ORD-11397,2025-01-17,2025-01-18,2025-01-22,TX-03,South,Home & Kitchen,FedEx,26.2,On-Time
ORD-11398,2025-03-15,2025-03-17,2025-03-21,NY-01,South,Electronics,FedEx,17.05,On-Time
ORD-11399,2025-02-26,2025-02-27,2025-03-01,TX-03,Midwest,Beauty,DHL,16.71,On-Time
ORD-11400,2025-02-24,2025-02-28,2025-03-04,TX-03,Midwest,Beauty,UPS,30.55,On-Time
ORD-11401,2025-02-16,2025-02-17,2025-02-19,TX-03,West,Sports,DHL,8.56,On-Time
ORD-11402,2025-01-12,2025-01-13,2025-01-17,CA-02,South,Sports,FedEx,46.85,On-Time
ORD-11403,2025-03-03,2025-03-05,2025-03-13,IL-04,West,Electronics,UPS,17.22,Late
ORD-11404,2025-03-21,2025-03-23,2025-03-26,TX-03,West,Sports,FedEx,20.1,On-Time
ORD-11405,2025-03-24,2025-03-26,2025-04-02,NY-01,Northeast,Apparel,UPS,15.5,Late
ORD-11406,2025-01-08,2025-01-09,2025-01-13,CA-02,Northeast,Electronics,UPS,5.14,On-Time
ORD-11407,2025-05-29,2025-05-30,2025-06-03,IL-04,Midwest,Sports,FedEx,36.16,On-Time
ORD-11408,2025-03-22,2025-03-24,2025-03-29,TX-03,South,Sports,UPS,31.57,On-Time
ORD-11409,2025-04-28,2025-04-29,2025-05-04,NY-01,South,Apparel,UPS,41.43,Late
ORD-11410,2025-01-25,2025-01-29,2025-02-02,TX-03,West,Apparel,UPS,6.85,On-Time
ORD-11411,2025-03-30,2025-03-31,2025-04-06,IL-04,West,Electronics,USPS,46.79,On-Time
ORD-11412,2025-01-12,2025-01-14,2025-01-18,IL-04,Midwest,Home & Kitchen,FedEx,19.89,On-Time
ORD-11413,2025-05-23,2025-05-25,2025-05-31,TX-03,Northeast,Apparel,UPS,46.09,On-Time
ORD-11414,2025-02-28,2025-03-01,2025-03-03,TX-03,South,Sports,DHL,9.82,On-Time
ORD-11415,2025-06-03,2025-06-05,2025-06-11,CA-02,South,Electronics,USPS,38.48,On-Time
ORD-11416,2025-04-19,2025-04-22,2025-04-24,IL-04,South,Home & Kitchen,DHL,31.07,On-Time
ORD-11417,2025-01-26,2025-01-27,2025-01-28,IL-04,South,Electronics,UPS,21.12,On-Time
ORD-11418,2025-02-16,2025-02-20,2025-02-26,TX-03,Northeast,Sports,USPS,8.56,On-Time
ORD-11419,2025-02-01,2025-02-03,2025-02-10,NY-01,Midwest,Home & Kitchen,UPS,,Late
ORD-11420,2025-01-10,2025-01-11,2025-01-13,TX-03,Midwest,Home & Kitchen,FedEx,6.19,On-Time
ORD-11421,2025-01-16,2025-01-18,2025-01-27,TX-03,Northeast,Apparel,USPS,27.56,Late
ORD-11422,2025-05-25,2025-05-26,2025-05-30,IL-04,Midwest,Beauty,UPS,32.19,On-Time
ORD-11423,2025-05-31,2025-06-03,2025-06-05,CA-02,Midwest,Sports,FedEx,37.96,On-Time
ORD-11424,2025-01-26,2025-01-29,2025-02-02,TX-03,West,Beauty,FedEx,49.61,On-Time
ORD-11425,2025-03-27,2025-03-30,2025-04-04,NY-01,Northeast,Sports,USPS,16.7,On-Time
ORD-11426,2025-05-15,2025-05-20,2025-05-23,NY-01,Midwest,Electronics,FedEx,19.51,On-Time
ORD-11427,2025-01-14,2025-01-17,2025-01-19,TX-03,West,Beauty,FedEx,20.35,On-Time
ORD-11428,2025-03-20,2025-03-22,2025-03-25,NY-01,Northeast,Home & Kitchen,UPS,37.92,On-Time
ORD-11429,2025-04-27,2025-04-28,2025-05-03,NY-01,Northeast,Apparel,FedEx,46.93,On-Time
ORD-11430,2025-01-07,2025-01-09,2025-01-11,TX-03,South,Sports,DHL,48.84,On-Time
ORD-11431,2025-05-17,2025-05-18,2025-05-20,NY-01,West,Apparel,UPS,47.56,On-Time
ORD-11432,2025-04-25,2025-04-28,2025-05-04,NY-01,West,Sports,UPS,44.57,Late
ORD-11433,2025-06-25,2025-06-27,2025-06-29,TX-03,West,Home & Kitchen,DHL,49.59,On-Time
